user_id,signup_ts,country,acquisition_channel,signup_intent,platform
user_35,2025-12-24T00:39:18.942861,GB,organic,build_app,web
user_36,2025-12-31T15:05:57.175621,GB,paid,internal_tool,web
user_37,2025-12-15T04:01:58.733098,US,organic,prototype,web
user_38,2026-01-21T08:27:05.573469,US,organic,build_app,desktop
user_39,2025-12-21T22:49:04.683167,GB,paid,learn,desktop
user_40,2025-12-27T01:00:26.096144,BR,organic,learn,desktop
user_41,2026-01-23T14:45:31.414677,US,social,learn,web
user_42,2026-01-06T22:34:26.668768,DE,referral,build_app,web
user_43,2026-01-22T02:55:20.157870,US,organic,prototype,web
user_44,2026-01-12T18:53:40.345073,IN,organic,prototype,desktop
user_45,2026-01-17T09:06:45.443343,CA,paid,learn,web
user_46,2025-12-19T02:48:54.912485,US,organic,build_app,desktop
user_47,2026-01-08T08:26:07.177512,GB,referral,internal_tool,desktop
user_48,2026-01-06T20:23:38.454736,IN,paid,prototype,desktop
user_49,2026-01-23T05:02:47.496582,CA,social,build_app,desktop
user_50,2025-12-31T06:09:54.661447,GB,organic,internal_tool,desktop
user_51,2026-01-10T22:02:19.653302,US,paid,build_app,desktop
user_52,2025-12-17T15:59:30.385439,DE,paid,internal_tool,desktop
user_53,2026-01-01T10:38:32.442719,GB,paid,internal_tool,desktop
user_54,2025-12-29T12:52:45.314252,US,social,prototype,desktop
user_55,2025-12-21T18:12:56.546626,BR,organic,build_app,web
user_56,2026-01-20T17:38:42.547649,US,organic,build_app,web
user_57,2026-01-01T01:48:06.714988,US,referral,prototype,desktop
user_58,2026-01-28T01:02:51.774591,US,organic,learn,web
user_59,2026-01-10T13:11:27.702425,US,paid,build_app,web
user_60,2026-01-11T05:27:38.714890,CA,social,learn,desktop
user_61,2026-01-12T17:02:10.706105,US,referral,build_app,desktop
user_62,2026-01-14T10:33:58.547944,IN,paid,prototype,desktop
user_63,2025-12-21T18:51:03.818527,IN,organic,learn,desktop
user_64,2026-01-03T19:32:18.760428,DE,social,prototype,desktop
user_65,2025-12-25T18:43:44.683593,CA,organic,learn,web
user_66,2026-01-02T02:41:53.383028,DE,organic,build_app,web
user_67,2025-12-19T08:26:25.517207,GB,organic,prototype,web
user_68,2026-01-27T13:15:15.462478,US,organic,learn,web
user_69,2025-12-24T16:12:15.697240,DE,organic,internal_tool,desktop
user_70,2026-01-14T05:30:22.952233,US,paid,internal_tool,desktop
user_71,2025-12-28T12:27:13.276791,GB,organic,build_app,desktop
user_72,2026-01-23T08:00:11.477669,IN,organic,build_app,web
user_73,2026-01-13T19:11:30.902660,US,referral,build_app,web
user_74,2025-12-20T22:08:42.291863,GB,organic,build_app,desktop
user_75,2026-01-22T00:40:48.959560,IN,organic,learn,web
user_76,2026-01-26T12:32:38.489412,IN,referral,build_app,web
user_77,2026-01-24T16:13:48.472506,US,referral,learn,web
user_78,2026-01-09T15:17:48.046877,CA,paid,build_app,web
user_79,2025-12-21T13:05:48.300222,IN,organic,learn,web
user_80,2025-12-23T15:51:38.068437,GB,organic,prototype,desktop
user_81,2026-01-25T18:08:17.302287,US,organic,build_app,desktop
user_82,2026-01-08T20:30:45.384050,DE,paid,prototype,desktop
user_83,2025-12-23T02:59:48.113969,US,paid,learn,desktop
user_84,2026-01-23T18:46:53.204636,IN,paid,build_app,web
user_85,2026-01-12T20:53:50.789905,DE,referral,prototype,desktop
user_86,2026-01-09T15:16:11.339154,GB,paid,build_app,desktop
user_87,2025-12-31T22:23:27.106873,CA,referral,internal_tool,desktop
user_88,2026-01-02T11:49:54.137027,US,referral,prototype,web
user_89,2025-12-25T18:38:54.058907,GB,organic,prototype,desktop
user_90,2025-12-16T17:06:06.730656,US,organic,prototype,web
user_91,2026-01-23T10:18:58.725929,US,social,learn,desktop
user_92,2026-01-05T01:08:55.082973,US,organic,internal_tool,web
user_93,2026-01-08T15:26:45.654543,US,organic,prototype,web
user_94,2025-12-29T11:56:10.948426,BR,organic,prototype,web
user_95,2026-01-17T19:25:51.288396,IN,referral,learn,web
user_96,2025-12-16T03:12:45.433677,US,organic,learn,desktop
user_97,2025-12-31T17:57:36.339734,BR,organic,learn,web
user_98,2025-12-16T08:46:41.944565,CA,organic,learn,web
user_99,2025-12-20T12:43:24.493373,DE,organic,internal_tool,desktop
user_100,2026-01-27T12:31:12.339225,DE,organic,build_app,web
user_101,2026-01-13T14:22:53.718390,GB,referral,prototype,desktop
user_102,2026-01-03T06:28:40.317962,US,organic,build_app,desktop
user_103,2026-01-07T13:38:21.539556,CA,organic,internal_tool,desktop
user_104,2026-01-23T06:38:02.202900,US,paid,build_app,desktop
user_105,2025-12-30T11:44:51.073281,US,organic,build_app,web
user_106,2026-01-10T13:30:51.339142,GB,paid,prototype,desktop
user_107,2026-01-14T18:22:44.843544,US,organic,build_app,desktop
user_108,2025-12-30T23:50:48.765067,US,organic,build_app,web
user_109,2026-01-07T08:37:34.915496,IN,organic,build_app,web
user_110,2026-01-18T10:28:01.826187,US,referral,build_app,desktop
user_111,2026-01-24T21:54:49.172795,IN,organic,learn,desktop
user_112,2025-12-21T19:08:50.137163,US,organic,build_app,desktop
user_113,2026-01-26T00:05:34.597291,US,paid,prototype,web
user_114,2025-12-15T05:35:35.430290,DE,paid,learn,web
user_115,2026-01-17T21:12:56.533988,IN,organic,internal_tool,desktop
user_116,2026-01-20T11:22:08.316273,US,organic,build_app,web
user_117,2025-12-21T03:42:18.632398,BR,referral,learn,web
user_118,2026-01-02T20:24:57.394750,US,organic,build_app,web
user_119,2026-01-20T16:28:36.408845,US,paid,internal_tool,desktop
user_120,2025-12-15T15:24:46.385494,GB,organic,internal_tool,web
user_121,2026-01-12T06:44:20.053304,US,paid,prototype,desktop
user_122,2026-01-19T16:27:55.982685,US,organic,build_app,desktop
user_123,2026-01-07T02:02:37.930013,US,paid,internal_tool,web
user_124,2026-01-16T15:55:02.547103,US,referral,learn,web
user_125,2025-12-25T04:32:14.500726,US,organic,learn,desktop
user_126,2025-12-23T22:24:10.223396,US,social,prototype,web
user_127,2025-12-31T08:10:37.583740,US,organic,internal_tool,desktop
user_128,2025-12-23T01:45:30.635181,US,organic,build_app,web
user_129,2025-12-30T13:44:46.875269,DE,referral,learn,web
user_130,2026-01-26T15:58:26.350765,US,organic,build_app,web
user_131,2026-01-09T19:11:57.606072,US,organic,internal_tool,desktop
user_132,2025-12-30T07:16:24.646132,US,paid,build_app,desktop
user_133,2025-12-27T05:14:47.721817,US,organic,build_app,web
user_134,2026-01-26T20:12:09.539871,US,social,prototype,desktop
user_135,2026-01-04T00:02:11.279108,IN,social,build_app,desktop
user_136,2026-01-28T02:49:34.791424,GB,referral,prototype,desktop
user_137,2026-01-07T04:45:52.137485,GB,organic,prototype,web
user_138,2026-01-07T10:51:33.909654,IN,referral,build_app,web
user_139,2026-01-24T08:15:49.556208,BR,paid,build_app,desktop
user_140,2026-01-17T10:11:19.722020,BR,organic,learn,desktop
user_141,2026-01-10T03:06:18.334660,DE,paid,learn,desktop
user_142,2026-01-03T04:46:53.270915,GB,organic,prototype,web
user_143,2026-01-23T12:26:34.397418,US,organic,internal_tool,web
user_144,2026-01-02T12:34:40.230838,BR,organic,build_app,desktop
user_145,2026-01-25T12:34:49.232143,IN,organic,prototype,desktop
user_146,2025-12-18T02:12:45.289050,BR,organic,build_app,web
user_147,2026-01-03T08:23:47.799072,BR,referral,internal_tool,desktop
user_148,2026-01-07T09:04:33.619685,US,paid,learn,desktop
user_149,2026-01-26T19:00:47.704422,GB,organic,build_app,web
user_150,2025-12-26T07:04:45.071033,US,organic,prototype,desktop
user_151,2026-01-20T06:31:20.204555,IN,organic,learn,web
user_152,2026-01-14T10:35:20.025595,IN,organic,prototype,web
user_153,2026-01-16T06:27:09.995845,GB,organic,learn,desktop
user_154,2026-01-12T07:59:31.046883,US,paid,build_app,web
user_155,2026-01-27T17:17:08.034499,DE,social,learn,desktop
user_156,2025-12-29T23:17:45.513414,US,organic,learn,web
user_157,2026-01-01T22:08:15.376033,US,organic,prototype,web
user_158,2025-12-24T03:08:40.892606,US,paid,prototype,web
user_159,2025-12-17T06:45:37.366899,DE,organic,prototype,desktop
user_160,2025-12-24T13:56:27.062064,US,organic,prototype,web
user_161,2026-01-25T04:42:05.576018,GB,referral,internal_tool,web
user_162,2026-01-21T19:22:56.361112,US,organic,build_app,desktop
user_163,2025-12-20T01:23:53.522923,US,social,learn,web
user_164,2026-01-11T04:04:52.850432,US,organic,learn,web
user_165,2026-01-05T13:31:55.972131,US,referral,prototype,desktop
user_166,2026-01-10T18:15:34.776458,CA,referral,build_app,desktop
user_167,2026-01-13T16:01:01.225696,CA,referral,prototype,desktop
user_168,2025-12-28T19:11:32.100576,CA,paid,learn,desktop
user_169,2026-01-27T06:15:32.084335,US,paid,build_app,web
user_170,2026-01-04T23:06:26.056318,GB,organic,prototype,web
user_171,2026-01-12T06:20:56.123715,US,organic,learn,web
user_172,2026-01-12T14:02:39.403002,US,paid,build_app,desktop
user_173,2025-12-23T06:36:01.973630,DE,organic,learn,desktop
user_174,2025-12-17T18:48:52.745792,US,paid,prototype,web
user_175,2026-01-02T12:26:17.409760,US,paid,build_app,web
user_176,2026-01-18T09:09:08.983849,CA,paid,learn,desktop
user_177,2026-01-20T16:26:22.312878,US,referral,build_app,web
user_178,2026-01-16T20:23:18.200120,BR,organic,learn,desktop
user_179,2025-12-20T02:15:40.855418,IN,paid,prototype,web
user_180,2026-01-25T02:25:23.701633,US,organic,build_app,desktop
user_181,2026-01-20T02:11:58.215253,IN,paid,build_app,web
user_182,2026-01-23T11:54:24.033533,US,referral,build_app,desktop
user_183,2026-01-07T13:10:06.546767,US,paid,prototype,desktop
user_184,2026-01-25T04:53:10.571672,US,paid,learn,desktop
user_185,2025-12-17T02:23:03.901165,US,paid,build_app,desktop
user_186,2025-12-16T08:42:42.986326,US,organic,prototype,web
user_187,2025-12-15T21:49:58.149209,US,paid,prototype,web
user_188,2025-12-26T08:59:24.619879,CA,organic,internal_tool,web
user_189,2025-12-26T04:27:19.278237,GB,paid,build_app,web
user_190,2025-12-23T10:30:12.963976,BR,organic,build_app,desktop
user_191,2026-01-09T12:25:13.021882,US,paid,prototype,web
user_192,2025-12-16T18:06:16.949936,BR,organic,learn,web
user_193,2026-01-10T13:37:08.030142,DE,paid,build_app,web
user_194,2025-12-22T11:17:31.363048,IN,organic,learn,desktop
user_195,2026-01-14T12:06:12.978910,US,organic,build_app,desktop
user_196,2025-12-15T22:45:40.978078,US,paid,internal_tool,web
user_197,2025-12-28T23:24:56.926143,US,organic,prototype,web
user_198,2026-01-26T05:24:30.923330,US,paid,learn,web
user_199,2026-01-08T05:28:05.124963,GB,organic,prototype,web
user_200,2026-01-20T12:30:51.821879,IN,organic,prototype,web
user_201,2026-01-13T14:40:05.405306,DE,organic,learn,desktop
user_202,2026-01-11T11:36:39.054465,GB,paid,build_app,web
user_203,2025-12-23T14:33:10.420170,DE,organic,build_app,web
user_204,2026-01-09T20:20:46.781226,US,paid,build_app,web
user_205,2025-12-16T18:51:40.794969,US,paid,build_app,web
user_206,2026-01-20T01:47:51.206997,CA,organic,build_app,web
user_207,2026-01-27T04:52:35.725398,US,paid,build_app,web
user_208,2026-01-22T10:19:47.269377,US,referral,build_app,desktop
user_209,2025-12-17T06:45:59.103516,DE,referral,learn,desktop
user_210,2025-12-30T05:45:10.404182,GB,organic,prototype,web
user_211,2025-12-29T07:26:36.433289,GB,organic,build_app,web
user_212,2025-12-20T01:44:03.663819,BR,organic,internal_tool,web
user_213,2026-01-12T04:44:26.753548,BR,paid,build_app,web
user_214,2026-01-19T21:15:17.385824,US,organic,internal_tool,desktop
user_215,2025-12-29T02:49:09.083145,US,social,learn,web
user_216,2026-01-22T19:50:02.305364,DE,paid,prototype,web
user_217,2026-01-19T20:53:49.437146,US,organic,internal_tool,desktop
user_218,2025-12-20T19:28:08.316452,BR,paid,build_app,desktop
user_219,2026-01-18T12:12:28.401398,US,organic,build_app,desktop
user_220,2026-01-23T17:13:49.358979,US,organic,build_app,web
user_221,2025-12-23T21:03:54.631506,CA,paid,learn,web
user_222,2026-01-09T19:31:56.905890,US,paid,build_app,web
user_223,2026-01-12T17:50:59.867894,IN,paid,build_app,desktop
user_224,2026-01-11T10:04:51.593131,US,organic,learn,web
user_225,2025-12-19T07:56:43.194618,CA,organic,internal_tool,desktop
user_226,2026-01-13T18:05:12.400426,US,organic,build_app,desktop
user_227,2026-01-12T10:30:39.969554,DE,organic,build_app,desktop
user_228,2026-01-21T01:47:46.781240,GB,organic,prototype,desktop
user_229,2026-01-20T03:47:37.374219,US,organic,prototype,web
user_230,2025-12-29T17:20:29.992442,US,organic,internal_tool,desktop
user_231,2026-01-16T11:48:40.030418,US,referral,prototype,web
user_232,2026-01-23T00:39:18.930881,US,organic,build_app,desktop
user_233,2026-01-24T04:23:00.883846,BR,organic,build_app,web
user_234,2025-12-22T06:25:59.927170,IN,organic,internal_tool,desktop
user_235,2025-12-16T04:50:18.737135,GB,organic,build_app,web
user_236,2026-01-13T06:52:19.340026,DE,paid,internal_tool,desktop
user_237,2025-12-24T15:51:01.348428,IN,organic,internal_tool,web
user_238,2026-01-09T08:48:23.407950,US,organic,prototype,web
user_239,2026-01-26T12:23:20.011889,US,organic,build_app,web
user_240,2026-01-01T01:39:54.699094,CA,organic,learn,web
user_241,2025-12-26T08:59:47.451894,CA,social,build_app,web
user_242,2026-01-04T13:01:51.074252,IN,paid,build_app,desktop
user_243,2026-01-13T13:49:24.334797,BR,referral,build_app,web
user_244,2025-12-19T13:11:12.787019,BR,referral,prototype,desktop
user_245,2026-01-01T03:01:53.560490,US,organic,learn,web
user_246,2025-12-21T00:25:07.982204,US,paid,prototype,web
user_247,2026-01-13T19:26:30.909636,BR,organic,internal_tool,desktop
user_248,2026-01-21T08:59:48.245439,CA,organic,build_app,desktop
user_249,2025-12-31T23:00:07.502117,CA,paid,learn,desktop
user_250,2025-12-31T17:27:42.728387,US,paid,learn,desktop
user_251,2026-01-08T06:41:00.209988,US,paid,learn,web
user_252,2025-12-24T16:15:44.647233,US,organic,prototype,web
user_253,2025-12-26T03:12:08.492206,US,social,build_app,web
user_254,2025-12-29T20:14:25.677402,CA,paid,build_app,web
user_255,2026-01-04T14:01:11.114361,US,paid,build_app,web
user_256,2025-12-18T16:03:14.317656,GB,paid,internal_tool,desktop
user_257,2026-01-17T20:57:02.546195,US,referral,learn,web
user_258,2026-01-10T01:22:44.185381,CA,organic,internal_tool,desktop
user_259,2025-12-28T11:40:09.777798,IN,organic,prototype,web
user_260,2025-12-18T11:45:01.073301,GB,social,build_app,desktop
user_261,2026-01-18T08:14:07.539049,IN,paid,learn,web
user_262,2025-12-20T21:33:55.106477,BR,referral,build_app,desktop
user_263,2025-12-20T23:51:47.425456,US,organic,learn,web
user_264,2025-12-20T21:08:20.347699,US,social,prototype,desktop
user_265,2025-12-18T15:45:47.865619,US,organic,prototype,desktop
user_266,2026-01-24T18:54:13.516676,GB,referral,build_app,web
user_267,2025-12-27T02:47:01.837130,CA,referral,internal_tool,web
user_268,2025-12-28T18:55:24.331956,BR,organic,build_app,desktop
user_269,2026-01-21T11:25:04.277288,IN,organic,internal_tool,web
user_270,2026-01-11T21:31:02.411359,US,organic,internal_tool,desktop
user_271,2025-12-23T10:06:53.486870,CA,organic,prototype,desktop
user_272,2026-01-03T13:35:54.547320,DE,organic,build_app,web
user_273,2026-01-23T18:38:10.542840,DE,social,prototype,web
user_274,2025-12-31T21:24:14.178172,GB,paid,prototype,web
user_275,2026-01-15T23:45:07.478828,US,organic,build_app,web
user_276,2025-12-19T08:33:08.371956,DE,paid,build_app,desktop
user_277,2026-01-16T17:30:38.731959,DE,organic,internal_tool,desktop
user_278,2026-01-18T22:35:29.061566,BR,referral,prototype,web
user_279,2026-01-21T03:49:41.247258,US,organic,prototype,web
user_280,2026-01-14T08:08:13.450812,BR,organic,build_app,web
user_281,2025-12-31T16:23:29.106284,CA,paid,prototype,web
user_282,2025-12-17T21:20:56.256646,DE,social,learn,desktop
user_283,2026-01-07T08:16:41.998026,US,paid,build_app,web
user_284,2026-01-18T02:03:24.116014,CA,social,internal_tool,web
user_285,2025-12-23T14:06:18.935168,US,organic,build_app,web
user_286,2025-12-26T23:32:10.337071,US,organic,build_app,web
user_287,2026-01-08T03:00:34.724771,GB,paid,learn,desktop
user_288,2026-01-17T16:11:53.116547,IN,organic,build_app,web
user_289,2026-01-24T08:18:49.209192,US,organic,internal_tool,desktop
user_290,2025-12-20T15:48:03.020173,GB,organic,build_app,web
user_291,2025-12-23T07:00:42.587625,DE,organic,build_app,desktop
user_292,2026-01-19T23:29:59.744757,US,paid,prototype,web
user_293,2026-01-13T00:05:00.070315,US,paid,build_app,desktop
user_294,2026-01-16T10:39:02.214557,GB,paid,build_app,desktop
user_295,2026-01-28T20:30:46.289642,GB,paid,prototype,desktop
user_296,2026-01-26T06:18:51.679390,US,paid,learn,desktop
user_297,2026-01-21T22:28:01.459880,IN,social,prototype,web
user_298,2026-01-18T23:17:06.265599,BR,organic,learn,desktop
user_299,2026-01-01T18:37:14.708723,US,organic,build_app,desktop
user_300,2026-01-12T20:31:38.782051,US,social,learn,desktop
user_301,2025-12-23T07:12:04.657832,US,referral,prototype,desktop
user_302,2026-01-18T04:15:14.481012,CA,paid,internal_tool,web
user_303,2026-01-18T02:18:21.303647,BR,paid,build_app,web
user_304,2026-01-16T10:59:55.790612,US,paid,prototype,desktop
user_305,2026-01-04T00:22:58.606971,GB,organic,build_app,web
user_306,2026-01-01T00:26:05.118339,DE,paid,build_app,desktop
user_307,2026-01-02T21:21:09.385054,US,organic,build_app,desktop
user_308,2025-12-16T12:00:22.946113,US,organic,prototype,desktop
user_309,2026-01-21T23:51:56.612608,US,organic,prototype,web
user_310,2026-01-08T09:45:34.083933,US,referral,build_app,web
user_311,2026-01-01T10:31:12.468439,US,organic,build_app,web
user_312,2026-01-08T15:52:15.851018,US,organic,internal_tool,desktop
user_313,2026-01-16T11:22:17.169604,GB,organic,build_app,web
user_314,2026-01-01T03:58:39.860221,BR,paid,build_app,web
user_315,2026-01-21T09:05:30.938226,IN,referral,learn,web
user_316,2026-01-25T09:01:13.490435,CA,organic,learn,desktop
user_317,2026-01-01T10:25:36.771944,DE,social,prototype,web
user_318,2025-12-21T04:50:29.208113,CA,organic,build_app,desktop
user_319,2026-01-18T05:12:11.374810,GB,paid,build_app,desktop
user_320,2026-01-28T16:23:05.162815,DE,paid,internal_tool,desktop
user_321,2025-12-21T15:49:37.922387,DE,organic,prototype,web
user_322,2026-01-16T01:41:23.028527,BR,referral,build_app,web
user_323,2026-01-21T03:20:57.380367,BR,referral,internal_tool,web
user_324,2026-01-25T10:13:03.722146,GB,organic,learn,desktop
user_325,2025-12-20T13:15:06.938711,US,organic,learn,desktop
user_326,2025-12-19T03:09:16.942333,US,social,build_app,web
user_327,2026-01-28T10:54:04.710219,US,paid,prototype,desktop
user_328,2025-12-20T06:05:49.214075,CA,organic,learn,web
user_329,2025-12-22T22:57:07.789924,CA,organic,build_app,web
user_330,2026-01-09T20:56:57.006727,IN,organic,internal_tool,web
user_331,2026-01-04T01:58:29.565094,US,organic,prototype,desktop
user_332,2026-01-17T18:25:24.839883,US,referral,prototype,web
user_333,2025-12-23T13:48:06.580839,CA,paid,learn,desktop
user_334,2026-01-25T03:34:55.136945,DE,organic,build_app,desktop
user_335,2025-12-24T18:34:13.562444,CA,referral,prototype,web
user_336,2026-01-18T14:38:23.529846,DE,paid,prototype,desktop
user_337,2025-12-18T01:00:42.506266,IN,referral,build_app,web
user_338,2026-01-05T07:16:29.261200,BR,organic,build_app,web
user_339,2025-12-16T11:09:46.773997,GB,organic,build_app,web
user_340,2025-12-29T02:54:56.026472,GB,referral,build_app,web
user_341,2025-12-29T01:12:32.861193,US,paid,prototype,desktop
user_342,2026-01-16T09:19:41.931371,IN,organic,build_app,web
user_343,2026-01-04T11:25:07.974497,CA,organic,prototype,web
user_344,2025-12-17T13:18:58.720984,IN,organic,build_app,web
user_345,2026-01-28T18:59:26.131860,GB,organic,learn,web
user_346,2026-01-23T23:47:42.904482,IN,referral,build_app,web
user_347,2026-01-25T05:37:47.459177,GB,organic,build_app,desktop
user_348,2025-12-26T02:18:05.660926,US,organic,learn,web
user_349,2026-01-01T17:38:20.670371,US,referral,build_app,desktop
user_350,2025-12-25T05:21:13.899551,US,organic,internal_tool,desktop
user_351,2025-12-20T14:53:56.013907,IN,organic,build_app,desktop
user_352,2025-12-16T11:39:57.019100,US,paid,learn,desktop
user_353,2026-01-06T15:36:12.109771,CA,referral,prototype,desktop
user_354,2025-12-20T12:59:03.654786,CA,social,prototype,web
user_355,2025-12-22T22:24:31.395879,US,organic,build_app,web
user_356,2026-01-22T17:18:49.445619,GB,organic,learn,web
user_357,2026-01-05T18:58:55.884449,IN,paid,build_app,web
user_358,2025-12-23T06:23:59.289727,GB,organic,learn,web
user_359,2026-01-14T03:27:13.408570,US,paid,learn,desktop
user_360,2025-12-26T23:08:02.644477,BR,organic,learn,desktop
user_361,2026-01-07T17:05:31.833795,US,paid,build_app,desktop
user_362,2025-12-27T17:35:20.750249,IN,organic,learn,desktop
user_363,2026-01-07T05:27:14.697043,US,organic,prototype,desktop
user_364,2026-01-12T06:48:58.600833,US,paid,learn,web
user_365,2026-01-08T03:06:17.013256,US,paid,prototype,web
user_366,2026-01-01T19:15:08.769163,US,paid,internal_tool,web
user_367,2026-01-19T14:04:44.049620,IN,organic,learn,desktop
user_368,2026-01-23T07:18:44.802278,IN,paid,prototype,web
user_369,2025-12-23T01:43:15.473220,BR,social,internal_tool,web
user_370,2025-12-21T03:12:48.322093,GB,organic,prototype,web
user_371,2025-12-20T02:14:49.099361,CA,organic,build_app,desktop
user_372,2026-01-28T01:57:52.087983,DE,organic,internal_tool,desktop
user_373,2026-01-26T08:55:06.985504,US,paid,build_app,web
user_374,2025-12-25T09:07:14.004787,IN,organic,learn,desktop
user_375,2026-01-27T15:30:00.646087,IN,paid,prototype,desktop
user_376,2025-12-24T08:26:35.089776,US,organic,internal_tool,web
user_377,2026-01-06T18:59:38.750939,US,paid,build_app,web
user_378,2026-01-06T09:10:33.051925,US,organic,build_app,web
user_379,2026-01-25T04:09:08.549849,IN,organic,internal_tool,web
user_380,2025-12-16T19:46:16.207271,US,organic,prototype,web
user_381,2025-12-29T04:34:43.966521,IN,paid,build_app,web
user_382,2026-01-10T23:58:21.627635,US,paid,learn,web
user_383,2025-12-17T23:42:36.273541,US,paid,prototype,web
user_384,2025-12-25T15:28:28.641067,US,organic,prototype,desktop
user_385,2026-01-04T22:16:06.709531,CA,organic,build_app,web
user_386,2026-01-23T15:19:32.120468,IN,referral,build_app,desktop
user_387,2026-01-18T05:50:10.620205,US,organic,internal_tool,desktop
user_388,2026-01-21T07:17:56.065656,IN,organic,learn,desktop
user_389,2026-01-18T05:57:19.275594,BR,paid,internal_tool,desktop
user_390,2026-01-15T20:20:18.377282,US,social,prototype,desktop
user_391,2026-01-22T05:40:07.716209,US,paid,build_app,web
user_392,2026-01-14T15:59:41.373584,US,organic,build_app,desktop
user_393,2026-01-17T02:32:15.734611,IN,social,prototype,web
user_394,2025-12-28T13:46:33.826701,GB,organic,learn,desktop
user_395,2025-12-22T13:03:07.130630,US,organic,internal_tool,desktop
user_396,2026-01-18T01:02:49.118958,US,paid,build_app,web
user_397,2025-12-22T11:06:15.405949,US,referral,build_app,desktop
user_398,2026-01-25T09:00:44.350710,DE,paid,build_app,desktop
user_399,2026-01-10T20:22:27.351641,US,referral,internal_tool,web
user_400,2025-12-29T19:47:19.830846,IN,paid,learn,web
user_401,2026-01-26T03:34:28.593064,GB,organic,prototype,web
user_402,2025-12-21T23:32:26.497294,BR,paid,internal_tool,desktop
user_403,2026-01-07T03:37:25.120959,DE,paid,learn,desktop
user_404,2025-12-19T02:52:42.236665,US,organic,prototype,web
user_405,2026-01-27T10:39:42.932921,IN,paid,learn,web
user_406,2026-01-09T21:24:22.128324,US,organic,learn,web
user_407,2026-01-20T03:57:35.732247,IN,organic,learn,web
user_408,2025-12-27T16:28:34.363702,US,referral,build_app,desktop
user_409,2026-01-20T01:56:25.284487,US,organic,learn,desktop
user_410,2026-01-15T15:04:09.562210,CA,organic,build_app,desktop
user_411,2026-01-12T23:10:33.554554,GB,organic,build_app,web
user_412,2026-01-26T18:36:28.224359,US,organic,prototype,desktop
user_413,2026-01-03T12:10:14.322514,GB,organic,learn,web
user_414,2026-01-02T16:17:43.829806,US,organic,build_app,web
user_415,2026-01-15T03:29:26.948716,US,organic,internal_tool,desktop
user_416,2026-01-21T13:51:35.030284,CA,organic,prototype,desktop
user_417,2025-12-30T01:52:55.565891,CA,organic,learn,web
user_418,2026-01-14T03:13:46.628657,IN,organic,internal_tool,desktop
user_419,2025-12-24T09:45:37.441776,BR,organic,learn,web
user_420,2026-01-08T19:50:09.497562,US,organic,learn,desktop
user_421,2026-01-18T14:42:19.576863,GB,organic,build_app,desktop
user_422,2025-12-17T22:32:24.530072,US,referral,build_app,web
user_423,2026-01-16T18:04:09.950447,US,referral,prototype,web
user_424,2025-12-15T16:40:01.470384,US,social,prototype,desktop
user_425,2026-01-27T03:01:04.912734,DE,referral,prototype,web
user_426,2026-01-05T02:09:48.184338,IN,organic,build_app,web
user_427,2026-01-02T09:47:47.489222,CA,organic,build_app,web
user_428,2026-01-16T10:04:48.802574,US,paid,internal_tool,web
