user_id,event_name,event_ts,latency_ms
user_82,first_prompt,2026-01-08T20:35:34.194399,1197.952357340221
user_82,first_output,2026-01-08T20:36:01.331710,1197.952357340221
user_82,template_used,2026-01-08T20:35:34.194399,
user_82,error_hit,2026-01-08T20:36:01.331710,
user_82,multi_step_session,2026-01-08T20:41:04.456595,
user_82,project_created,2026-01-08T21:34:12.495863,
user_83,signup,2025-12-23T02:59:48.113969,
user_83,first_prompt,2025-12-23T03:07:11.503571,819.1274254193445
user_83,first_output,2025-12-23T03:07:23.752391,819.1274254193445
user_83,multi_step_session,2025-12-23T03:29:10.862585,
user_84,signup,2026-01-23T18:46:53.204636,
user_84,first_prompt,2026-01-23T18:57:42.630077,703.9758846190952
user_84,first_output,2026-01-23T18:58:17.193016,703.9758846190952
user_84,error_hit,2026-01-23T18:58:17.193016,
user_84,error_hit,2026-01-23T18:58:17.193016,
user_84,project_created,2026-01-23T19:51:08.556734,
user_84,return_session,2026-01-29T23:36:31.706105,
user_85,signup,2026-01-12T20:53:50.789905,
user_85,first_prompt,2026-01-12T21:09:20.418204,548.0961453896552
user_85,first_output,2026-01-12T21:09:45.478702,548.0961453896552
user_85,multi_step_session,2026-01-12T21:48:59.677452,
user_86,signup,2026-01-09T15:16:11.339154,
user_86,first_prompt,2026-01-09T15:17:50.884789,527.3144876667974
user_86,first_output,2026-01-09T15:18:21.460656,527.3144876667974
user_86,error_hit,2026-01-09T15:18:21.460656,
user_86,error_hit,2026-01-09T15:18:21.460656,
user_86,project_created,2026-01-09T15:58:51.910918,
user_87,signup,2025-12-31T22:23:27.106873,
user_87,first_prompt,2025-12-31T22:38:55.943042,613.3307599115122
user_87,first_output,2025-12-31T22:39:08.362509,613.3307599115122
user_87,template_used,2025-12-31T22:38:55.943042,
user_87,error_hit,2025-12-31T22:39:08.362509,
user_87,error_hit,2025-12-31T22:39:08.362509,
user_87,error_hit,2025-12-31T22:39:08.362509,
user_88,signup,2026-01-02T11:49:54.137027,
user_88,first_prompt,2026-01-02T11:56:33.346089,544.0234611917332
user_88,first_output,2026-01-02T11:56:43.983131,544.0234611917332
user_88,error_hit,2026-01-02T11:56:43.983131,
user_88,project_created,2026-01-02T12:29:13.158330,
user_88,return_session,2026-01-03T15:52:44.060249,
user_89,signup,2025-12-25T18:38:54.058907,
user_89,first_prompt,2025-12-25T18:52:52.322845,371.73701938262303
